departamento,codigodanedepartamento,municipio,codigodanemunicipio,tipoarea,sitio,ano,mes,rangoedad,grupoetnico,condicion,estado,genero,latitudcabecera,longitudcabecera,tipoevento,Ubicación,Actividad
META,50,VISTAHERMOSA,"50,711",Rural,Sector La Siberia,"2,013",7,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.8619444444444446,-73.68194444444444,Sin informacion,"(2.8619444444444446, -73.68194444444444)",Fuerza pública
CAQUETA,18,MONTAÑITA,"18,410",Rural,Bolivia,"2,013",7,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,1.3391666666666666,-75.35027777777778,Sin informacion,"(1.3391666666666666, -75.35027777777778)",Fuerza pública
ANTIOQUIA,5,ANORÍ,"5,040",Rural,Toma De Aljibes,"2,013",7,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.295,-75.06333333333333,Sin informacion,"(7.295, -75.06333333333333)",Fuerza pública
ANTIOQUIA,5,ANORÍ,"5,040",Rural,Toma De Aljibes,"2,013",7,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.295,-75.06333333333333,Sin informacion,"(7.295, -75.06333333333333)",Fuerza pública
ANTIOQUIA,5,CAMPAMENTO,"5,134",Rural,Quebrada Negra,"2,013",6,Mayor de 18 años,No,Civil,Hombre,Herido,7.02295144331,-75.293491064,Sin informacion,"(7.02295144331, -75.293491064)",Agricultura
ANTIOQUIA,5,CAMPAMENTO,"5,134",Rural,Quebrada Negra,"2,013",6,Menor de 18 años,No,Civil,Hombre,Herido,7.02295144331,-75.293491064,Sin informacion,"(7.02295144331, -75.293491064)",Agricultura
ANTIOQUIA,5,BRICEÑO,"5,107",Rural,El Orejón,"2,013",2,Menor de 18 años,No,Civil,Mujer,Herido,7.110615,-75.552104,Sin informacion,"(7.110615, -75.552104)","Pasando, estando cerca"
ANTIOQUIA,5,TURBO,"5,837",Rural,Vereda Caraballo,"2,013",4,Mayor de 18 años,No,Civil,Hombre,Herido,8.00909831443,-76.5825455507,Sin informacion,"(8.00909831443, -76.5825455507)",Agricultura
PUTUMAYO,86,ORITO,"86,320",Rural,Vereda La Florida,"2,013",3,Menor de 18 años,No,Civil,Hombre,Herido,0.664866,-76.869171,Sin informacion,"(0.664866, -76.869171)",Jugando
NARIÑO,52,TUMACO,"52,835",Rural,Area De Dacar,"2,013",5,Mayor de 18 años,Indigena,Civil,Hombre,Herido,1.79338584254,-78.7639364297,Sin informacion,"(1.79338584254, -78.7639364297)",Erradicador manual - PCI
ANTIOQUIA,5,CÁCERES,"5,120",Rural,Vereda El Tamaná,"2,013",7,Mayor de 18 años,No,Civil,Hombre,Herido,7.6194,-75.1904,Sin informacion,"(7.6194, -75.1904)",Transito por via usual
NARIÑO,52,TUMACO,"52,835",Rural,Tumaco Area De Trabajo Tokio,"2,013",6,Mayor de 18 años,No,Civil,Hombre,Herido,1.79338584254,-78.7639364297,Sin informacion,"(1.79338584254, -78.7639364297)",Erradicador manual - PCI
NARIÑO,52,TUMACO,"52,835",Rural,Tumaco Area De Trabajo Tokio,"2,013",6,Mayor de 18 años,No,Civil,Hombre,Herido,1.79338584254,-78.7639364297,Sin informacion,"(1.79338584254, -78.7639364297)",Erradicador manual - PCI
CORDOBA,23,TIERRALTA,"23,807",Rural,Rio Verde,"2,013",7,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.837777777777777,-76.33055555555555,Sin informacion,"(7.837777777777777, -76.33055555555555)",Fuerza pública
NARIÑO,52,TUMACO,"52,835",Rural,La Maria,"2,013",7,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,1.3241666666666667,-78.54416666666667,Sin informacion,"(1.3241666666666667, -78.54416666666667)",Fuerza pública
CAQUETA,18,CARTAGENA DEL CHAIRÁ,"18,150",Rural,Vereda Campo Alegre,"2,013",7,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,1.353888888888889,-75.0025,Sin informacion,"(1.353888888888889, -75.0025)",Fuerza pública
ANTIOQUIA,5,BRICEÑO,"5,107",Rural,Parte Alta Del Municipio De Briceño,"2,013",7,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.070833333333334,-75.64111111111112,Sin informacion,"(7.070833333333334, -75.64111111111112)",Fuerza pública
META,50,EL CASTILLO,"50,251",Rural,Alto Cristalina,"2,013",7,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,3.6197222222222223,-74.02527777777777,Sin informacion,"(3.6197222222222223, -74.02527777777777)",Fuerza pública
TOLIMA,73,RONCESVALLES,"73,622",Rural,Quebrada Lindero,"2,013",7,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,4.1625,-75.56194444444445,Sin informacion,"(4.1625, -75.56194444444445)",Fuerza pública
TOLIMA,73,RONCESVALLES,"73,622",Rural,Quebrada El Tesoro,"2,013",8,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,4.091111111111111,-75.62277777777778,Sin informacion,"(4.091111111111111, -75.62277777777778)",Fuerza pública
CAQUETA,18,SAN VICENTE DEL CAGUÁN,"18,753",Rural,Vereda La Union,"2,013",8,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.626666666666667,-74.87527777777778,Sin informacion,"(2.626666666666667, -74.87527777777778)",Fuerza pública
CAQUETA,18,SAN VICENTE DEL CAGUÁN,"18,753",Rural,Puerto Amor,"2,013",8,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.513888888888889,-74.73916666666666,Sin informacion,"(2.513888888888889, -74.73916666666666)",Fuerza pública
ARAUCA,81,TAME,"81,794",Rural,Vereda Sabanas De Curipao,"2,006",5,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,6.183055555555556,-71.96083333333333,Sin informacion,"(6.183055555555556, -71.96083333333333)",Fuerza pública
ARAUCA,81,ARAUQUITA,"81,065",Rural,Lejanias I,"2,006",6,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,6.580556,-71.231667,Sin informacion,"(6.580556, -71.231667)",Fuerza pública
ARAUCA,81,ARAUQUITA,"81,065",Rural,Lejanias I,"2,006",6,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,6.580556,-71.231667,Sin informacion,"(6.580556, -71.231667)",Fuerza pública
NARIÑO,52,SANTA CRUZ,"52,699",Rural,Vereda Labarazón,"2,007",3,Mayor de 18 años,Indigena,Civil,Hombre,Herido,1.22182,-77.677265,Sin informacion,"(1.22182, -77.677265)",Sin Información
NARIÑO,52,SANTA CRUZ,"52,699",Rural,Vereda Labarazón,"2,007",3,Mayor de 18 años,No,Civil,Hombre,Herido,1.22182,-77.677265,Sin informacion,"(1.22182, -77.677265)",Transito por via usual
CAQUETA,18,SAN VICENTE DEL CAGUÁN,"18,753",Rural,Villa Lobos,"2,004",7,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,1.695,-74.64944444444444,Sin informacion,"(1.695, -74.64944444444444)",Fuerza pública
CAQUETA,18,SAN VICENTE DEL CAGUÁN,"18,753",Rural,Villa Lobos,"2,004",7,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,1.695,-74.64944444444444,Sin informacion,"(1.695, -74.64944444444444)",Fuerza pública
CAQUETA,18,FLORENCIA,"18,001",Rural,Sin información,"2,013",2,Mayor de 18 años,No,Civil,Hombre,Herido,1.621012,-75.619118,Sin informacion,"(1.621012, -75.619118)","Caza, pesca"
META,50,LA MACARENA,"50,350",Rural,Vereda Palmichales,"2,004",9,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,1.890833,-74.529722,Sin informacion,"(1.890833, -74.529722)",Fuerza pública
META,50,LA MACARENA,"50,350",Rural,Vereda Palmichales,"2,004",9,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,1.890833,-74.529722,Sin informacion,"(1.890833, -74.529722)",Fuerza pública
META,50,LA MACARENA,"50,350",Rural,Vereda Palmichales,"2,004",9,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,1.890833,-74.529722,Sin informacion,"(1.890833, -74.529722)",Fuerza pública
META,50,LA MACARENA,"50,350",Rural,Vereda Palmichales,"2,004",9,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,1.890833,-74.529722,Sin informacion,"(1.890833, -74.529722)",Fuerza pública
META,50,LA MACARENA,"50,350",Rural,Vereda Palmichales,"2,004",9,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,1.890833,-74.529722,Sin informacion,"(1.890833, -74.529722)",Fuerza pública
CAQUETA,18,SAN VICENTE DEL CAGUÁN,"18,753",Rural,Vereda Las Mancitas,"2,006",8,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.120008,-74.768227,Sin informacion,"(2.120008, -74.768227)",Fuerza pública
CAQUETA,18,SAN VICENTE DEL CAGUÁN,"18,753",Rural,Vereda Las Mancitas,"2,006",8,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.120008,-74.768227,Sin informacion,"(2.120008, -74.768227)",Fuerza pública
CAQUETA,18,PUERTO RICO,"18,592",Rural,Sitio Morro Seco,"2,007",5,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.007778,-74.948333,Sin informacion,"(2.007778, -74.948333)",Fuerza pública
CAQUETA,18,PUERTO RICO,"18,592",Rural,Sitio Morro Seco,"2,007",5,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.007778,-74.948333,Sin informacion,"(2.007778, -74.948333)",Fuerza pública
ANTIOQUIA,5,URRAO,"5,847",Rural,San Ignacio,"2,013",8,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,6.436944444444444,-76.37555555555555,Sin informacion,"(6.436944444444444, -76.37555555555555)",Fuerza pública
HUILA,41,COLOMBIA,"41,206",Rural,Vereda Galilea,"2,013",8,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,3.4969444444444444,-74.63138888888889,Sin informacion,"(3.4969444444444444, -74.63138888888889)",Fuerza pública
HUILA,41,COLOMBIA,"41,206",Rural,Vereda Galilea,"2,013",8,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,3.4969444444444444,-74.63138888888889,Sin informacion,"(3.4969444444444444, -74.63138888888889)",Fuerza pública
META,50,EL CASTILLO,"50,251",Rural,Alto Cumaral,"2,013",8,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,3.7030555555555553,-73.94916666666667,Sin informacion,"(3.7030555555555553, -73.94916666666667)",Fuerza pública
META,50,EL CASTILLO,"50,251",Rural,Alto Cumaral,"2,013",8,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,3.7030555555555553,-73.94916666666667,Sin informacion,"(3.7030555555555553, -73.94916666666667)",Fuerza pública
NARIÑO,52,TUMACO,"52,835",Rural,Vereda La Balsa,"2,013",7,Mayor de 18 años,No,Civil,Hombre,Herido,1.79338584254,-78.7639364297,Sin informacion,"(1.79338584254, -78.7639364297)","Recogiendo comida, agua ó  madera"
NARIÑO,52,TUMACO,"52,835",Rural,Vereda La Balsa,"2,013",7,Mayor de 18 años,Afrodescendiente,Civil,Hombre,Herido,1.79338584254,-78.7639364297,Sin informacion,"(1.79338584254, -78.7639364297)","Recogiendo comida, agua ó  madera"
ANTIOQUIA,5,ITUANGO,"5,361",Rural,Vereda Santa Barbara,"2,013",6,Mayor de 18 años,No,Civil,Hombre,Herido,7.171637,-75.764403,Sin informacion,"(7.171637, -75.764403)",Cuidado de animales
PUTUMAYO,86,VILLAGARZÓN,"86,885",Rural,Vereda Las Rosas,"2,013",7,Mayor de 18 años,No,Civil,Hombre,Herido,1.030552,-76.616386,Sin informacion,"(1.030552, -76.616386)",Transito por trocha atajo
ANTIOQUIA,5,ITUANGO,"5,361",Rural,Vereda La Linda,"2,013",7,Mayor de 18 años,No,Civil,Hombre,Herido,7.171637,-75.764403,Sin informacion,"(7.171637, -75.764403)",Agricultura
CAQUETA,18,SAN VICENTE DEL CAGUÁN,"18,753",Rural,Vereda Samaria,"2,013",7,Menor de 18 años,No,Civil,Hombre,Herido,2.12794539002,-74.7847134047,Sin informacion,"(2.12794539002, -74.7847134047)","Pasando, estando cerca"
CAQUETA,18,SAN VICENTE DEL CAGUÁN,"18,753",Rural,Vereda Samaria,"2,013",7,Menor de 18 años,No,Civil,Hombre,Herido,2.12794539002,-74.7847134047,Sin informacion,"(2.12794539002, -74.7847134047)","Pasando, estando cerca"
NARIÑO,52,TUMACO,"52,835",Rural,Vereda Vallenato,"2,013",7,Mayor de 18 años,No,Civil,Mujer,Herido,1.37516,-78.599308,Sin informacion,"(1.37516, -78.599308)","Pasando, estando cerca"
NARIÑO,52,TUMACO,"52,835",Rural,Vereda Ballenato,"2,013",8,Menor de 18 años,No,Civil,Hombre,Herido,1.37516,-78.599308,Sin informacion,"(1.37516, -78.599308)","Pasando, estando cerca"
NARIÑO,52,TUMACO,"52,835",Rural,Vereda Ballenato,"2,013",8,Mayor de 18 años,No,Civil,Hombre,Herido,1.37516,-78.599308,Sin informacion,"(1.37516, -78.599308)","Pasando, estando cerca"
CAUCA,19,ARGELIA,"19,050",Rural,Vereda El Plateado,"2,013",8,Mayor de 18 años,No,Civil,Hombre,Herido,2.465175,-77.235705,Sin informacion,"(2.465175, -77.235705)",Otra
ANTIOQUIA,5,CAMPAMENTO,"5,134",Rural,Quebrada Negra,"2,013",6,Mayor de 18 años,No,Civil,Hombre,Herido,7.02295144331,-75.293491064,Sin informacion,"(7.02295144331, -75.293491064)",Agricultura
ANTIOQUIA,5,BRICEÑO,"5,107",Rural,Vereda Buena Vista,"2,013",8,Mayor de 18 años,No,Civil,Hombre,Herido,7.110615,-75.552104,Sin informacion,"(7.110615, -75.552104)",Agricultura
ANTIOQUIA,5,ITUANGO,"5,361",Rural,Vereda La Miranda,"2,013",5,Mayor de 18 años,No,Civil,Hombre,Herido,7.171637,-75.764403,Sin informacion,"(7.171637, -75.764403)",Agricultura
NARIÑO,52,TUMACO,"52,835",Rural,Corregimiento De Tokio,"2,013",5,Mayor de 18 años,No,Civil,Hombre,Herido,2.20248683381,-78.5730006588,Sin informacion,"(2.20248683381, -78.5730006588)",Erradicador manual - PCI
NARIÑO,52,TUMACO,"52,835",Rural,Corregimiento De Tokio,"2,013",5,Mayor de 18 años,Indigena,Civil,Hombre,Herido,2.20248683381,-78.5730006588,Sin informacion,"(2.20248683381, -78.5730006588)",Erradicador manual - PCI
NARIÑO,52,TUMACO,"52,835",Rural,Corregimiento De Tokio,"2,013",5,Mayor de 18 años,Indigena,Civil,Hombre,Herido,2.20248683381,-78.5730006588,Sin informacion,"(2.20248683381, -78.5730006588)",Erradicador manual - PCI
NARIÑO,52,TUMACO,"52,835",Rural,Corregimiento De Tokio,"2,013",5,Mayor de 18 años,No,Civil,Hombre,Herido,2.20248683381,-78.5730006588,Sin informacion,"(2.20248683381, -78.5730006588)",Erradicador manual - PCI
NARIÑO,52,TUMACO,"52,835",Rural,Corregimiento De Tokio,"2,013",5,Mayor de 18 años,No,Civil,Hombre,Herido,2.20248683381,-78.5730006588,Sin informacion,"(2.20248683381, -78.5730006588)",Erradicador manual - PCI
NARIÑO,52,TUMACO,"52,835",Rural,Corregimiento De Tokio,"2,013",5,Mayor de 18 años,No,Civil,Hombre,Herido,2.20248683381,-78.5730006588,Sin informacion,"(2.20248683381, -78.5730006588)",Erradicador manual - PCI
NARIÑO,52,TUMACO,"52,835",Rural,Corregimiento De Tokio,"2,013",5,Mayor de 18 años,No,Civil,Hombre,Herido,2.20248683381,-78.5730006588,Sin informacion,"(2.20248683381, -78.5730006588)",Erradicador manual - PCI
NARIÑO,52,TUMACO,"52,835",Rural,Corregimiento De Tokio,"2,013",5,Mayor de 18 años,Indigena,Civil,Hombre,Herido,2.20248683381,-78.5730006588,Sin informacion,"(2.20248683381, -78.5730006588)",Erradicador manual - PCI
CORDOBA,23,TIERRALTA,"23,807",Rural,Vereda Quebrada Chica,"2,013",5,Mayor de 18 años,No,Civil,Hombre,Muerto,7.8872,-76.23534,Sin informacion,"(7.8872, -76.23534)","Recogiendo comida, agua ó  madera"
NORTE DE SANTANDER,54,SARDINATA,"54,720",Rural,Vereda Campolajas,"2,013",6,Mayor de 18 años,No,Civil,Hombre,Herido,8.083016,-72.801023,Sin informacion,"(8.083016, -72.801023)","Pasando, estando cerca"
NARIÑO,52,SANDONÁ,"52,683",Rural,Barrio Naranjales,"2,013",6,Menor de 18 años,No,Civil,Hombre,Herido,1.285403,-77.471089,Sin informacion,"(1.285403, -77.471089)","Pasando, estando cerca"
NARIÑO,52,SANDONÁ,"52,683",Rural,Barrio Naranjales,"2,013",6,Menor de 18 años,No,Civil,Hombre,Herido,1.285403,-77.471089,Sin informacion,"(1.285403, -77.471089)",Jugando
NARIÑO,52,SANDONÁ,"52,683",Rural,Barrio Naranjales,"2,013",6,Menor de 18 años,No,Civil,Hombre,Herido,1.285403,-77.471089,Sin informacion,"(1.285403, -77.471089)","Pasando, estando cerca"
NORTE DE SANTANDER,54,TIBÚ,"54,810",Rural,Vereda Ambato,"2,013",5,Menor de 18 años,No,Civil,Hombre,Herido,8.639326,-72.735541,Sin informacion,"(8.639326, -72.735541)",Cuidado de animales
CORDOBA,23,TIERRALTA,"23,807",Rural,El Novillo,"2,013",8,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.605833333333333,-76.31944444444444,Sin informacion,"(7.605833333333333, -76.31944444444444)",Fuerza pública
ANTIOQUIA,5,AMALFI,"5,031",Rural,Cuchilla Remigio,"2,013",9,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.260833333333333,-74.92388888888888,Sin informacion,"(7.260833333333333, -74.92388888888888)",Fuerza pública
ANTIOQUIA,5,AMALFI,"5,031",Rural,Cuchilla Remigio,"2,013",9,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.260833333333333,-74.92388888888888,Sin informacion,"(7.260833333333333, -74.92388888888888)",Fuerza pública
META,50,PUERTO RICO,"50,590",Rural,Sitio El Danubio,"2,005",3,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.939542,-73.207891,Sin informacion,"(2.939542, -73.207891)",Fuerza pública
CALDAS,17,SAMANÁ,"17,662",Rural,Sin información,"2,003",1,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,5.41547399466,-74.9949165329,Sin informacion,"(5.41547399466, -74.9949165329)",Fuerza pública
META,50,PUERTO RICO,"50,590",Rural,Sitio Ladrillera,"2,005",5,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.8277777777777775,-73.4275,Sin informacion,"(2.8277777777777775, -73.4275)",Fuerza pública
META,50,PUERTO RICO,"50,590",Rural,Sitio Ladrillera,"2,005",5,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.8277777777777775,-73.4275,Sin informacion,"(2.8277777777777775, -73.4275)",Fuerza pública
META,50,PUERTO RICO,"50,590",Rural,Sitio Ladrillera,"2,005",5,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.8277777777777775,-73.4275,Sin informacion,"(2.8277777777777775, -73.4275)",Fuerza pública
BOLIVAR,13,EL CARMEN DE BOLÍVAR,"13,244",Rural,Sin información,"2,008",7,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,9.685015,-75.122094,Sin informacion,"(9.685015, -75.122094)",Fuerza pública
VALLE DEL CAUCA,76,PALMIRA,"76,520",Rural,Cuchilla Las Torres,"2,013",9,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,3.506111111111111,-76.06361111111111,Sin informacion,"(3.506111111111111, -76.06361111111111)",Fuerza pública
CAQUETA,18,PUERTO RICO,"18,592",Rural,Vereda Alto Rivera,"2,013",9,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,1.9983333333333333,-75.11638888888889,Sin informacion,"(1.9983333333333333, -75.11638888888889)",Fuerza pública
ANTIOQUIA,5,ANORÍ,"5,040",Rural,Vereda Providencia,"2,013",9,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.317777777777778,-75.05833333333334,Sin informacion,"(7.317777777777778, -75.05833333333334)",Fuerza pública
ANTIOQUIA,5,CÁCERES,"5,120",Rural,Vereda Bejuquillo,"2,013",9,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,7.494166666666667,-75.21861111111112,Sin informacion,"(7.494166666666667, -75.21861111111112)",Fuerza pública
NARIÑO,52,TUMACO,"52,835",Rural,El Vallenato,"2,013",9,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,1.3366666666666667,-78.595,Sin informacion,"(1.3366666666666667, -78.595)",Fuerza pública
ANTIOQUIA,5,TARAZÁ,"5,790",Rural,Sin información,"2,010",4,Mayor de 18 años,No,Civil,Hombre,Herido,7.582546,-75.400212,Sin informacion,"(7.582546, -75.400212)",Sin Información
ANTIOQUIA,5,TARAZÁ,"5,790",Rural,Vereda Anaparci,"2,010",4,Mayor de 18 años,No,Civil,Hombre,Herido,7.582546,-75.400212,Sin informacion,"(7.582546, -75.400212)",Sin Información
ANTIOQUIA,5,TARAZÁ,"5,790",Rural,Vereda Anaparci,"2,010",6,Mayor de 18 años,No,Civil,Hombre,Herido,7.582546,-75.400212,Sin informacion,"(7.582546, -75.400212)",Sin Información
ANTIOQUIA,5,TARAZÁ,"5,790",Rural,Vereda Anaparci,"2,010",9,Mayor de 18 años,No,Civil,Hombre,Herido,7.582546,-75.400212,Sin informacion,"(7.582546, -75.400212)",Sin Información
ANTIOQUIA,5,TARAZÁ,"5,790",Rural,Vereda Anaparci,"2,010",10,Mayor de 18 años,No,Civil,Hombre,Herido,7.582546,-75.400212,Sin informacion,"(7.582546, -75.400212)",Erradicador manual - PCI
ANTIOQUIA,5,TARAZÁ,"5,790",Rural,Vereda Cañon Iglesias,"2,012",10,Mayor de 18 años,No,Civil,Hombre,Herido,7.475975,-75.486797,Sin informacion,"(7.475975, -75.486797)","Recogiendo comida, agua ó  madera"
CAQUETA,18,MONTAÑITA,"18,410",Rural,Vereda La Palma,"2,004",1,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,1.3711111111111112,-75.26166666666667,Sin informacion,"(1.3711111111111112, -75.26166666666667)",Fuerza pública
CAQUETA,18,MONTAÑITA,"18,410",Rural,Vereda La Palma,"2,004",1,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,1.3711111111111112,-75.26166666666667,Sin informacion,"(1.3711111111111112, -75.26166666666667)",Fuerza pública
CAQUETA,18,MONTAÑITA,"18,410",Rural,Vereda La Quesera,"2,004",5,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,1.27,-75.18333333333334,Sin informacion,"(1.27, -75.18333333333334)",Fuerza pública
CAQUETA,18,MONTAÑITA,"18,410",Rural,Vereda La Quesera,"2,004",5,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,1.27,-75.18333333333334,Sin informacion,"(1.27, -75.18333333333334)",Fuerza pública
CAQUETA,18,MONTAÑITA,"18,410",Rural,Vereda La Quesera,"2,004",5,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,1.27,-75.18333333333334,Sin informacion,"(1.27, -75.18333333333334)",Fuerza pública
CAQUETA,18,MONTAÑITA,"18,410",Rural,Sin información,"2,004",1,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,1.49494421255,-75.4630895064,Sin informacion,"(1.49494421255, -75.4630895064)",Fuerza pública
CAQUETA,18,MONTAÑITA,"18,410",Rural,Sin información,"2,004",1,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,1.49494421255,-75.4630895064,Sin informacion,"(1.49494421255, -75.4630895064)",Fuerza pública
ANTIOQUIA,5,ARGELIA,"5,055",Rural,Vereda Margarita,"2,005",8,Mayor de 18 años,No,Civil,Hombre,Herido,5.68861111111111,-75.0608333333333,Sin informacion,"(5.68861111111111, -75.0608333333333)",Sin Información
CAQUETA,18,SAN VICENTE DEL CAGUÁN,"18,753",Rural,Limites Con El Depto Huila,"2,008",1,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,2.120008,-74.768227,Sin informacion,"(2.120008, -74.768227)",Fuerza pública
ANTIOQUIA,5,TARAZÁ,"5,790",Rural,Vereda Anaparci,"2,010",10,Mayor de 18 años,No,Civil,Hombre,Herido,7.582546,-75.400212,Sin informacion,"(7.582546, -75.400212)",Sin Información
ANTIOQUIA,5,TARAZÁ,"5,790",Rural,Vereda La Escalera,"2,010",10,Mayor de 18 años,No,Civil,Hombre,Herido,7.582546,-75.400212,Sin informacion,"(7.582546, -75.400212)",Erradicador manual - PCI
ANTIOQUIA,5,TARAZÁ,"5,790",Rural,Vereda La Escalera,"2,010",10,Mayor de 18 años,No,Civil,Hombre,Herido,7.582546,-75.400212,Sin informacion,"(7.582546, -75.400212)",Erradicador manual - PCI
CAQUETA,18,MONTAÑITA,"18,410",Rural,Vereda Agua Limpia,"2,005",6,Menor de 18 años,No,Civil,Hombre,Muerto,1.49494421255,-75.4630895064,Sin informacion,"(1.49494421255, -75.4630895064)","Pasando, estando cerca"
CAQUETA,18,MILÁN,"18,460",Rural,Vereda Los Mangos,"2,005",2,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,1.1027777777777779,-75.39277777777778,Sin informacion,"(1.1027777777777779, -75.39277777777778)",Fuerza pública
CAQUETA,18,MILÁN,"18,460",Rural,Vereda Los Mangos,"2,005",2,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,1.1027777777777779,-75.39277777777778,Sin informacion,"(1.1027777777777779, -75.39277777777778)",Fuerza pública
CAQUETA,18,MILÁN,"18,460",Rural,Vereda Los Mangos,"2,005",2,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,1.1027777777777779,-75.39277777777778,Sin informacion,"(1.1027777777777779, -75.39277777777778)",Fuerza pública
CAQUETA,18,MILÁN,"18,460",Rural,Vereda Los Mangos,"2,005",2,Mayor de 18 años,No,Fuerza pública,Hombre,Herido,1.1027777777777779,-75.39277777777778,Sin informacion,"(1.1027777777777779, -75.39277777777778)",Fuerza pública
CAQUETA,18,MILÁN,"18,460",Rural,Vereda Los Mangos,"2,005",2,Mayor de 18 años,No,Fuerza pública,Hombre,Muerto,1.1027777777777779,-75.39277777777778,Sin informacion,"(1.1027777777777779, -75.39277777777778)",Fuerza pública
CAQUETA,18,MONTAÑITA,"18,410",Rural,Vereda Horizonte,"2,008",6,Mayor de 18 años,No,Civil,Mujer,Herido,1.27626472222222,-75.2111680555556,Sin informacion,"(1.27626472222222, -75.2111680555556)",Transito por trocha atajo
NARIÑO,52,TUMACO,"52,835",Rural,Corregimiento De Tokio,"2,013",5,Mayor de 18 años,No,Civil,Hombre,Herido,2.20248683381,-78.5730006588,Sin informacion,"(2.20248683381, -78.5730006588)",Erradicador manual - PCI
CAUCA,19,MERCADERES,"19,450",Rural,Vereda Gana Plata,"2,013",9,Menor de 18 años,No,Civil,Hombre,Herido,1.798347,-77.164402,Sin informacion,"(1.798347, -77.164402)",Cuidado de animales
CAUCA,19,MERCADERES,"19,450",Rural,Vereda Gana Plata,"2,013",9,Menor de 18 años,No,Civil,Mujer,Herido,1.798347,-77.164402,Sin informacion,"(1.798347, -77.164402)","Pasando, estando cerca"
CAUCA,19,CAJIBÍO,"19,130",Rural,Vereda El Cairo,"2,013",9,Menor de 18 años,No,Civil,Hombre,Herido,2.622711,-76.570745,Sin informacion,"(2.622711, -76.570745)",Otra
ANTIOQUIA,5,CÁCERES,"5,120",Rural,Vereda Bejuquillo,"2,013",9,Menor de 18 años,No,Civil,Hombre,Herido,7.5027,-75.2352,Sin informacion,"(7.5027, -75.2352)",Otra
CAUCA,19,MERCADERES,"19,450",Rural,Vereda Gana Plata,"2,013",9,Menor de 18 años,No,Civil,Hombre,Herido,1.798347,-77.164402,Sin informacion,"(1.798347, -77.164402)",Cuidado de animales
CORDOBA,23,TIERRALTA,"23,807",Rural,Vereda Pánico Corregimiento Rio Verde,"2,013",9,Menor de 18 años,No,Civil,Hombre,Muerto,8.181547,-76.052223,Sin informacion,"(8.181547, -76.052223)","Pasando, estando cerca"
